character_id,name,secret_identity,alignment_id,eye_color_id,hair_color_id,sex_id,gsm_id,alive,appearances,universe_id,first_appearance_year
4734,Zyklon (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1985.0
4735,Death Dealer (New Earth),Secret Identity,1,4,20,5,3,Deceased Characters,3.0,2,1984.0
4736,Elmira Cassiday (New Earth),,2,4,27,2,3,Living Characters,3.0,2,1984.0
4737,Frederick Cantrell (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1984.0
4738,Incognito (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1984.0
4739,Joel Cochin (New Earth),Secret Identity,1,6,7,5,3,Living Characters,3.0,2,1984.0
4740,Julian Hayden (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1984.0
4741,Myrna Hayden (New Earth),,1,4,7,2,3,Living Characters,3.0,2,1984.0
4742,Pinball Wizard (Earth-One),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1984.0
4743,Proteus (New Earth),Secret Identity,1,4,7,5,3,Deceased Characters,3.0,2,1984.0
4744,Stratos (New Earth),Secret Identity,1,5,4,5,3,Living Characters,3.0,2,1984.0
4745,Yron (New Earth),Public Identity,2,4,7,5,3,Deceased Characters,3.0,2,1984.0
4746,Avir (New Earth),Public Identity,2,4,27,2,3,Deceased Characters,3.0,2,1983.0
4747,Brin (New Earth),Public Identity,2,5,27,5,3,Deceased Characters,3.0,2,1983.0
4748,Caellich (New Earth),Public Identity,3,20,7,5,3,Deceased Characters,3.0,2,1983.0
4749,Deraegis (New Earth),Public Identity,1,20,7,5,3,Deceased Characters,3.0,2,1983.0
4750,Executrix (Earth-One),,1,6,7,2,3,Living Characters,3.0,2,1983.0
4751,Leroy Merkyn (New Earth),Secret Identity,1,4,7,5,3,Deceased Characters,3.0,2,1983.0
4752,T-Cher (New Earth),,2,4,7,5,3,Living Characters,3.0,2,1983.0
4753,Taren (New Earth),Public Identity,2,20,20,5,3,Deceased Characters,3.0,2,1983.0
4754,Titaness (New Earth),,1,4,20,2,3,Living Characters,3.0,2,1983.0
4755,Violet Harper (New Earth),,1,5,4,2,3,Living Characters,3.0,2,1983.0
4756,Jonathan Kelsey (Earth-One),,1,4,7,5,3,Living Characters,3.0,2,1982.0
4757,Mole (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1982.0
4758,Renard Traquer (Earth-One),Public Identity,1,5,3,5,3,Living Characters,3.0,2,1982.0
4759,Tahr (New Earth),,2,4,27,5,3,Living Characters,3.0,2,1982.0
4760,Vanessa Tremont (New Earth),,3,5,24,2,3,Living Characters,3.0,2,1982.0
4761,Ward Gilbert (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1982.0
4762,Antonio Ramirez (Earth-One),Secret Identity,2,4,3,5,3,Living Characters,3.0,2,1981.0
4763,Skyrd (New Earth),,2,20,7,5,3,Living Characters,3.0,2,1981.0
4764,Spak-Drom (New Earth),Public Identity,2,4,7,5,3,Deceased Characters,3.0,2,1981.0
4765,Ahura-Mazda (New Earth),,2,8,9,5,3,Deceased Characters,3.0,2,1980.0
4766,Anton Allegro (New Earth),,1,4,20,5,3,Living Characters,3.0,2,1979.0
4767,Edward Cantwell (New Earth),,1,4,20,5,3,Deceased Characters,3.0,2,1979.0
4768,Helen Jordan (New Earth),,2,5,3,2,3,Living Characters,3.0,2,1978.0
4769,Ayrn (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1977.0
4770,Benjamin Stryker (New Earth),,1,4,7,5,3,Deceased Characters,3.0,2,1977.0
4771,Sizematic (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1977.0
4772,Ace of Spades I (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1976.0
4773,Ruth Monroe (New Earth),,2,4,20,2,3,Living Characters,3.0,2,1976.0
4774,Bananas (New Earth),Secret Identity,2,4,3,5,3,Living Characters,3.0,2,1975.0
4775,Good Looks (New Earth),Secret Identity,2,4,7,5,3,Living Characters,3.0,2,1975.0
4776,Hetepkheti Tefnakhte (New Earth),,1,20,7,5,3,Living Characters,3.0,2,1975.0
4777,Krunch (New Earth),Secret Identity,2,4,20,5,3,Living Characters,3.0,2,1975.0
4778,Liza Warner (New Earth),Public Identity,2,5,4,2,3,Living Characters,3.0,2,1975.0
4779,Non-Fat (New Earth),Secret Identity,2,4,7,5,3,Living Characters,3.0,2,1975.0
4780,Jeb Turnbull (New Earth),,3,4,7,5,3,Living Characters,3.0,2,1974.0
4781,Ulysses Grant (New Earth),Public Identity,2,4,7,5,3,Living Characters,3.0,2,1974.0
4782,Dancer (New Earth),,1,4,3,5,3,Living Characters,3.0,2,1973.0
4783,Auralie (New Earth),,1,4,7,2,3,Deceased Characters,3.0,2,1972.0
4784,Head (New Earth),Public Identity,1,4,7,5,3,Living Characters,3.0,2,1972.0
4785,Brola (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1971.0
4786,Kurin (New Earth),,1,4,7,5,3,Deceased Characters,3.0,2,1971.0
4787,Starker (New Earth),,2,4,7,5,3,Living Characters,3.0,2,1970.0
4788,John Deleon (New Earth),Public Identity,1,4,3,5,3,Deceased Characters,3.0,2,1969.0
4789,Angel Devlin (New Earth),Public Identity,1,4,3,5,3,Living Characters,3.0,2,1968.0
4790,Denise de Sevigne (New Earth),,2,4,7,2,3,Living Characters,3.0,2,1968.0
4791,Lee Carver (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1968.0
4792,Byron Williams (New Earth),Public Identity,2,5,7,5,3,Living Characters,3.0,2,1967.0
4793,Chogar (New Earth),,2,4,7,5,3,Deceased Characters,3.0,2,1967.0
4794,Davo Yull (New Earth),,2,4,3,5,3,Deceased Characters,3.0,2,1967.0
4795,Djuba (New Earth),Public Identity,2,4,7,5,3,Deceased Characters,3.0,2,1967.0
4796,Gilbert Jeffries (New Earth),Public Identity,2,5,3,5,3,Living Characters,3.0,2,1967.0
4797,Philip Folger (New Earth),Public Identity,2,5,4,5,3,Living Characters,3.0,2,1967.0
4798,Cernunnos (New Earth),Public Identity,1,5,3,5,3,Deceased Characters,3.0,2,1966.0
4799,Ding-Dong Daddy (New Earth),Secret Identity,1,4,3,5,3,Living Characters,3.0,2,1966.0
4800,Doctor Drew (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1966.0
4801,Edward Whit (New Earth),,1,4,20,5,3,Living Characters,3.0,2,1966.0
4802,Shaggy Man II (New Earth),Secret Identity,1,20,7,5,3,Living Characters,3.0,2,1966.0
4803,Ki-Nilg (New Earth),,2,4,27,5,3,Deceased Characters,3.0,2,1965.0
4804,David Hand (New Earth),,2,4,7,5,3,Living Characters,3.0,2,1964.0
4805,Frederick Storm (New Earth),Secret Identity,1,4,3,5,3,Living Characters,3.0,2,1964.0
4806,Joseph Hand (New Earth),,2,4,7,5,3,Living Characters,3.0,2,1964.0
4807,Proteus God of Changes (New Earth),,3,4,7,5,3,Living Characters,3.0,2,1964.0
4808,Tag-A-Long Thomas (New Earth),,2,4,4,5,3,Living Characters,3.0,2,1961.0
4809,Wee Willie (New Earth),,2,4,7,5,3,Living Characters,3.0,2,1961.0
4810,Bulldozer Nichols (New Earth),Public Identity,2,5,4,5,3,Living Characters,3.0,2,1960.0
4811,Brave Bow (New Earth),Public Identity,2,6,11,5,3,Living Characters,3.0,2,1959.0
4812,Albrecht Raines (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,1958.0
4813,Montgomery Moran (New Earth),,1,4,27,5,3,Living Characters,3.0,2,1958.0
4814,Roy Pinto (New Earth),,1,4,4,5,3,Living Characters,3.0,2,1958.0
4815,Mazdan (Earth-One),,1,4,7,5,3,Living Characters,3.0,2,1956.0
4816,Agatha Wayne (New Earth),,2,4,27,2,3,Living Characters,3.0,2,1955.0
4817,Emery Zackro (New Earth),Public Identity,2,4,27,5,3,Living Characters,3.0,2,1951.0
4818,Fred Kincaid (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1949.0
4819,Lorelei I (New Earth),,1,4,7,2,3,Living Characters,3.0,2,1948.0
4820,Brane (New Earth),Public Identity,2,5,3,5,3,Living Characters,3.0,2,1944.0
4821,Richard (New Earth),Public Identity,2,5,3,5,3,Living Characters,3.0,2,1944.0
4822,Roy Harper Sr. (New Earth),,2,4,4,5,3,Deceased Characters,3.0,2,1943.0
4823,Yellow Wasp (New Earth),Secret Identity,1,4,7,5,3,Deceased Characters,3.0,2,1943.0
4824,Benito Mussolini (New Earth),Public Identity,1,4,3,5,3,Living Characters,3.0,2,1942.0
4825,Henry Claridge (New Earth),,3,4,7,5,3,Deceased Characters,3.0,2,1940.0
4826,Trygg (New Earth),,1,4,7,5,3,Living Characters,3.0,2,1940.0
4827,Adam (New Earth),,3,4,3,5,3,Living Characters,3.0,2,2006.0
4828,Osiris God of the Dead (New Earth),,2,4,7,5,3,Living Characters,3.0,2,2006.0
4829,Noose (New Earth),,1,4,4,5,3,Deceased Characters,3.0,2,2006.0
4830,Peter Silverstone (New Earth),Secret Identity,1,4,7,5,3,Living Characters,3.0,2,2006.0
4831,Anton Schott (New Earth),Public Identity,1,6,20,5,3,Living Characters,2.0,2,2011.0
4832,Bixby Rhodes (New Earth),Public Identity,1,4,3,5,3,Living Characters,2.0,2,2011.0
4833,Brendt Sorensen (New Earth),,1,9,20,5,3,Living Characters,2.0,2,2011.0
4834,Clive (New Earth),Public Identity,1,4,27,5,3,Deceased Characters,2.0,2,2011.0
4835,Dark Avatar (New Earth),,1,4,7,5,3,Deceased Characters,2.0,2,2011.0
4836,Enyo (New Earth),Public Identity,1,4,3,2,3,Living Characters,2.0,2,2011.0
4837,Eric Fine (New Earth),,1,4,4,5,3,Living Characters,2.0,2,2011.0
4838,Figment (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4839,Henry Hackenbacker (New Earth),Public Identity,2,4,4,5,3,Living Characters,2.0,2,2011.0
4840,Id (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4841,Korrigan (New Earth),Secret Identity,1,4,20,2,3,Living Characters,2.0,2,2011.0
4842,Lewis Bayard (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4843,Maggie Mxyzptlk (New Earth),Secret Identity,3,6,7,2,3,Living Characters,2.0,2,2011.0
4844,Manuel Carlito (New Earth),Public Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4845,Marcus Teman (New Earth),Public Identity,2,4,7,5,3,Living Characters,2.0,2,2011.0
4846,Miranda (New Earth),Secret Identity,1,4,7,2,3,Living Characters,2.0,2,2011.0
4847,Ophelia Day (New Earth),,1,9,20,2,3,Living Characters,2.0,2,2011.0
4848,Organ Grinder (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4849,Prince (New Earth),Secret Identity,2,4,3,5,3,Deceased Characters,2.0,2,2011.0
4850,Rayhan Mazin (New Earth),Public Identity,2,4,3,5,3,Living Characters,2.0,2,2011.0
4851,Super-Chief II (New Earth),Secret Identity,2,4,3,5,3,Living Characters,2.0,2,2011.0
4852,Tiger Shark (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4853,William II (New Earth),Public Identity,1,4,7,5,3,Living Characters,2.0,2,2011.0
4854,Zone Child (New Earth),Public Identity,1,26,7,5,3,Living Characters,2.0,2,2011.0
4855,Alera (New Earth),Public Identity,2,9,27,2,3,Living Characters,2.0,2,2010.0
4856,Benjamin Vitale (New Earth),Public Identity,1,6,3,5,3,Living Characters,2.0,2,2010.0
4857,Birthday Girl (New Earth),,2,4,3,2,3,Living Characters,2.0,2,2010.0
4858,Bizarro Martian Manhunter (New Earth),Secret Identity,3,4,7,5,3,Living Characters,2.0,2,2010.0
4859,Blind Fury (New Earth),Secret Identity,1,4,27,2,3,Living Characters,2.0,2,2010.0
4860,Brute IV (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4861,Captain Cornwall (New Earth),Secret Identity,2,4,7,5,3,Living Characters,2.0,2,2010.0
4862,Captain Moondust (New Earth),Secret Identity,2,4,7,5,3,Living Characters,2.0,2,2010.0
4863,Chair (New Earth),Public Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4864,Charlotte Blackwood (New Earth),,2,6,7,2,3,Living Characters,2.0,2,2010.0
4865,Coffin Dweller (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4866,Dark Druid (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4867,Death Cap (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4868,Director (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4869,Distinguished Gentleman (New Earth),Secret Identity,1,4,11,5,3,Living Characters,2.0,2,2010.0
4870,Edward English (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4871,Elijah (New Earth),Public Identity,1,4,27,5,3,Deceased Characters,2.0,2,2010.0
4872,Evan Gibson (New Earth),Public Identity,2,5,3,5,3,Living Characters,2.0,2,2010.0
4873,Faceoff (New Earth),Secret Identity,2,4,7,5,4,Living Characters,2.0,2,2010.0
4874,Fro (New Earth),Secret Identity,2,4,3,5,3,Living Characters,2.0,2,2010.0
4875,Glibberquip (New Earth),,2,4,7,5,3,Deceased Characters,2.0,2,2010.0
4876,Henri Ducart (New Earth),Public Identity,2,4,7,5,3,Living Characters,2.0,2,2010.0
4877,Hunter Mann (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2010.0
4878,Karl Zorn (New Earth),,1,6,27,5,3,Living Characters,2.0,2,2010.0
4879,King Coal (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2010.0
4880,Lotta (New Earth),Public Identity,2,9,19,2,3,Living Characters,2.0,2,2010.0
4881,Malia (New Earth),Public Identity,1,4,27,2,3,Living Characters,2.0,2,2010.0
4882,Mayor Fleming (New Earth),Public Identity,1,4,3,2,3,Living Characters,2.0,2,2010.0
4883,Mister Ibis (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4884,Narok (New Earth),Public Identity,1,4,7,5,3,Deceased Characters,2.0,2,2010.0
4885,Oberon Sexton (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2010.0
4886,Otto von Belzig (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2010.0
4887,Phil (New Earth),Public Identity,2,4,7,5,3,Living Characters,2.0,2,2010.0
4888,Pisces (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4889,Professional Scotsman (New Earth),Secret Identity,2,4,11,5,3,Living Characters,2.0,2,2010.0
4890,Rush Hour II (New Earth),Secret Identity,1,4,3,5,3,Living Characters,2.0,2,2010.0
4891,Sebastian Rothschild (New Earth),Public Identity,1,4,3,5,3,Living Characters,2.0,2,2010.0
4892,Settler I (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4893,Space Cadet (New Earth),Secret Identity,1,4,7,2,3,Living Characters,2.0,2,2010.0
4894,Spike II (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4895,Tangle (New Earth),Secret Identity,1,4,27,5,3,Living Characters,2.0,2,2010.0
4896,Tongs (New Earth),Secret Identity,2,4,7,5,3,Living Characters,2.0,2,2010.0
4897,Viktor Burgos (New Earth),Public Identity,1,4,7,5,3,Deceased Characters,2.0,2,2010.0
4898,Zero (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2010.0
4899,Ace of Clubs III (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2009.0
4900,Ace of Diamonds II (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2009.0
4901,Ace of Hearts II (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2009.0
4902,Agent Liberty II (New Earth),Secret Identity,2,4,7,2,3,Living Characters,2.0,2,2009.0
4903,Ak-Var (New Earth),Public Identity,3,4,4,5,3,Deceased Characters,2.0,2,2009.0
4904,Alkistis (New Earth),Public Identity,2,4,7,2,3,Living Characters,2.0,2,2009.0
4905,Beaumont (New Earth),Secret Identity,2,4,4,5,3,Living Characters,2.0,2,2009.0
4906,Big Game (New Earth),Secret Identity,1,4,20,5,3,Deceased Characters,2.0,2,2009.0
4907,Blake (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4908,Boss Bishonen (New Earth),Secret Identity,2,4,7,5,3,Living Characters,2.0,2,2009.0
4909,Catherine Hamilton (New Earth),Public Identity,3,9,7,2,3,Living Characters,2.0,2,2009.0
4910,Deadcoil (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2009.0
4911,Deadly Force (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4912,Djo Dje (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4913,Djo Mek (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4914,Djo Sut (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4915,Dregz (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2009.0
4916,Frederick Abberline (New Earth),,2,5,3,5,3,Living Characters,2.0,2,2009.0
4917,Gabriel Santo (New Earth),Secret Identity,1,4,3,5,3,Living Characters,2.0,2,2009.0
4918,Jack of Hearts III (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4919,Jennifer Rice (New Earth),Secret Identity,2,4,3,2,3,Living Characters,2.0,2,2009.0
4920,Khaji Eq (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4921,Khaji Ro (New Earth),,1,4,7,2,3,Living Characters,2.0,2,2009.0
4922,Khaji Tal (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4923,King of Hearts III (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4924,Leland McCauley (New Earth),,2,4,27,5,3,Deceased Characters,2.0,2,2009.0
4925,Lyle Blanco (New Earth),Public Identity,1,5,4,5,3,Living Characters,2.0,2,2009.0
4926,Mister Toad (New Earth),,1,4,7,5,3,Deceased Characters,2.0,2,2009.0
4927,Mur (New Earth),,1,6,7,5,3,Living Characters,2.0,2,2009.0
4928,Nazo Baluda (New Earth),Secret Identity,2,4,7,2,3,Living Characters,2.0,2,2009.0
4929,Orlan (New Earth),Public Identity,2,24,7,5,3,Living Characters,2.0,2,2009.0
4930,Queen of Hearts IV (New Earth),,1,4,7,2,3,Living Characters,2.0,2,2009.0
4931,Robo-Octo-Ape (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2009.0
4932,Samuel Aerons (New Earth),Public Identity,2,4,7,5,3,Living Characters,2.0,2,2009.0
4933,Sunny Jim (New Earth),Secret Identity,2,4,4,5,3,Living Characters,2.0,2,2009.0
4934,Ten of Hearts I (New Earth),,1,4,7,2,3,Living Characters,2.0,2,2009.0
4935,Tes Ak-Var (New Earth),Public Identity,3,4,20,2,3,Deceased Characters,2.0,2,2009.0
4936,Todd Rice (Some Years Later),Public Identity,2,6,7,5,4,Living Characters,2.0,2,2009.0
4937,Akhlut (New Earth),Secret Identity,1,4,3,5,3,Deceased Characters,2.0,2,2008.0
4938,Alcinoe (New Earth),,1,4,24,2,3,Living Characters,2.0,2,2008.0
4939,Brother Drive (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2008.0
4940,Brother Think (New Earth),,1,4,3,5,3,Living Characters,2.0,2,2008.0
4941,Clarice Coeur (New Earth),,2,4,7,2,3,Deceased Characters,2.0,2,2008.0
4942,Dai Yokohama (New Earth),Secret Identity,2,4,7,5,3,Living Characters,2.0,2,2008.0
4943,Empathy (New Earth),Secret Identity,2,5,20,2,3,Living Characters,2.0,2,2008.0
4944,Honor Jackson (New Earth),,3,4,3,5,3,Deceased Characters,2.0,2,2008.0
4945,J.A.K.E. 6.1 (New Earth),,2,4,7,5,3,Living Characters,2.0,2,2008.0
4946,Jake Donnelly (New Earth),,3,6,3,5,3,Living Characters,2.0,2,2008.0
4947,Jonathan Banks (New Earth),Secret Identity,1,4,4,5,3,Living Characters,2.0,2,2008.0
4948,Kane Milohai (New Earth),,2,6,7,5,3,Deceased Characters,2.0,2,2008.0
4949,Lone-Eye Lincoln (New Earth),,3,4,7,5,3,Living Characters,2.0,2,2008.0
4950,Primat (New Earth),Public Identity,2,4,7,2,3,Living Characters,2.0,2,2008.0
4951,Sabine Roth (New Earth),Secret Identity,2,6,11,2,3,Living Characters,2.0,2,2008.0
4952,Unknown Lantern (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2008.0
4953,William Brannon (New Earth),Secret Identity,3,4,7,5,3,Living Characters,2.0,2,2008.0
4954,Allison Addison (New Earth),,1,5,7,2,3,Living Characters,2.0,2,2007.0
4955,Artis Chep (New Earth),,2,4,7,5,3,Living Characters,2.0,2,2007.0
4956,Bizarro Batman (New Earth),Secret Identity,3,4,7,5,3,Living Characters,2.0,2,2007.0
4957,Bizarro Brainiac (New Earth),Secret Identity,3,9,7,5,3,Living Characters,2.0,2,2007.0
4958,Bizarro Doomsday (New Earth),Public Identity,1,4,3,5,3,Living Characters,2.0,2,2007.0
4959,Bizarro Mxyzptlk (New Earth),,1,4,27,5,3,Living Characters,2.0,2,2007.0
4960,Carface (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2007.0
4961,Clownfish (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2007.0
4962,Cunningham (New Earth),Secret Identity,1,4,7,5,3,Deceased Characters,2.0,2,2007.0
4963,Dev-Em (New Earth),Public Identity,1,9,19,5,3,Living Characters,2.0,2,2007.0
4964,Eduardo Flamingo (New Earth),,1,4,17,5,3,Living Characters,2.0,2,2007.0
4965,Jarod Dale (New Earth),Public Identity,1,6,4,5,3,Living Characters,2.0,2,2007.0
4966,Julie Greer (New Earth),,1,6,4,2,3,Living Characters,2.0,2,2007.0
4967,Ken Thurston (New Earth),Secret Identity,2,6,7,5,3,Deceased Characters,2.0,2,2007.0
4968,Larra (New Earth),,1,4,7,2,3,Deceased Characters,2.0,2,2007.0
4969,Macro (New Earth),Secret Identity,1,5,20,2,3,Living Characters,2.0,2,2007.0
4970,Magda (New Earth),,1,6,3,2,3,Deceased Characters,2.0,2,2007.0
4971,Major Victory IV (New Earth),Secret Identity,1,4,4,5,3,Living Characters,2.0,2,2007.0
4972,Manhunter Lud (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2007.0
4973,Micro (New Earth),Secret Identity,1,4,3,5,3,Living Characters,2.0,2,2007.0
4974,Mircea (New Earth),Secret Identity,1,24,3,5,3,Living Characters,2.0,2,2007.0
4975,Seer Ruggle (New Earth),,1,4,7,2,3,Living Characters,2.0,2,2007.0
4976,Trey Thompson (New Earth),Secret Identity,2,5,3,5,3,Deceased Characters,2.0,2,2007.0
4977,Uriah (New Earth),Public Identity,1,4,3,5,3,Living Characters,2.0,2,2007.0
4978,Warbox (New Earth),Public Identity,1,17,7,5,3,Living Characters,2.0,2,2007.0
4979,Zaneth (New Earth),,2,4,7,5,3,Deceased Characters,2.0,2,2007.0
4980,Badlands (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
4981,Bottom Feeder (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
4982,Danae (New Earth),,1,4,7,2,3,Living Characters,2.0,2,2006.0
4983,Didiu (New Earth),,1,4,7,2,3,Living Characters,2.0,2,2006.0
4984,Dru-Zod I (New Earth),,1,4,7,5,3,Deceased Characters,2.0,2,2006.0
4985,Edogawa Sangaku (New Earth),,1,4,7,5,3,Living Characters,2.0,2,2006.0
4986,Fireball II (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
4987,Fright Knight (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
4988,Georgia Sivana (New Earth),Public Identity,1,4,7,2,3,Living Characters,2.0,2,2006.0
4989,Iolan (New Earth),,1,4,4,2,3,Living Characters,2.0,2,2006.0
4990,Jon Standing Bear (New Earth),Secret Identity,2,6,3,5,3,Deceased Characters,2.0,2,2006.0
4991,Lowell Jeffries (New Earth),,3,4,7,5,3,Living Characters,2.0,2,2006.0
4992,Monsoon II (New Earth),Secret Identity,1,4,7,2,3,Living Characters,2.0,2,2006.0
4993,Mug (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
4994,Propaganda (New Earth),Secret Identity,1,4,7,5,3,Deceased Characters,2.0,2,2006.0
4995,Pulsar (New Earth),Secret Identity,2,4,7,5,3,Living Characters,2.0,2,2006.0
4996,Qanda (New Earth),Public Identity,2,9,15,2,3,Living Characters,2.0,2,2006.0
4997,Redback Spider (New Earth),Secret Identity,1,4,7,2,3,Living Characters,2.0,2,2006.0
4998,Robert Castell (New Earth),Public Identity,3,6,3,5,3,Living Characters,2.0,2,2006.0
4999,Slipknot II (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
5000,Spin Doctor I (New Earth),Secret Identity,1,4,20,5,3,Deceased Characters,2.0,2,2006.0
5001,Thaddeus Sivana Jr. (New Earth),Public Identity,1,4,7,5,3,Living Characters,2.0,2,2006.0
5002,Thormon Tox (New Earth),Public Identity,2,5,4,5,3,Deceased Characters,2.0,2,2006.0
5003,Vera Klopis (New Earth),Public Identity,1,4,17,2,3,Living Characters,2.0,2,2006.0
5004,William Slout (New Earth),Public Identity,1,4,11,5,3,Living Characters,2.0,2,2006.0
5005,Ace of Spades V (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
5006,Aftermath (New Earth),Secret Identity,1,4,4,5,3,Deceased Characters,2.0,2,2005.0
5007,All-Beard (New Earth),Secret Identity,1,6,11,5,3,Deceased Characters,2.0,2,2005.0
5008,Beulah Bleak (New Earth),,3,4,7,2,3,Living Characters,2.0,2,2005.0
5009,Callisto (New Earth),,1,4,4,2,3,Living Characters,2.0,2,2005.0
5010,Charity Bleak (New Earth),Public Identity,3,4,3,2,3,Living Characters,2.0,2,2005.0
5011,Charliehorse (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
5012,Crazyface (New Earth),Secret Identity,3,4,7,5,3,Living Characters,2.0,2,2005.0
5013,Dino-Mite II (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
5014,Dreamcatcher (New Earth),Secret Identity,1,4,7,4,3,Deceased Characters,2.0,2,2005.0
5015,Eamon Garcia (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
5016,Erich Thonius (New Earth),Secret Identity,2,4,4,5,3,Deceased Characters,2.0,2,2005.0
5017,Fishmonger (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
5018,Harris D. Ledbetter (New Earth),Public Identity,2,4,4,5,3,Deceased Characters,2.0,2,2005.0
5019,Harvest I (New Earth),Secret Identity,1,4,3,2,3,Living Characters,2.0,2,2005.0
5020,Helen Helligan (New Earth),Public Identity,2,6,7,2,3,Deceased Characters,2.0,2,2005.0
5021,Hindenberg (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
5022,Hollywood (New Earth),Secret Identity,2,9,20,2,3,Living Characters,2.0,2,2005.0
5023,Horigal (New Earth),Public Identity,1,26,3,5,3,Living Characters,2.0,2,2005.0
5024,Kellogg (New Earth),Secret Identity,1,4,7,5,3,Deceased Characters,2.0,2,2005.0
5025,Kid Impala (New Earth),Secret Identity,2,4,3,5,3,Living Characters,2.0,2,2005.0
5026,Millions (New Earth),Secret Identity,2,4,27,5,3,Living Characters,2.0,2,2005.0
5027,Monkey-in-the-Middle (New Earth),Secret Identity,1,4,7,5,3,Living Characters,2.0,2,2005.0
